date,Open,High,Low,Close,Volume
2018-02-01,7377.169921875,7441.08984375,7362.27978515625,7385.85986328125,2311180000
2018-02-02,7347.58984375,7364.43017578125,7238.18017578125,7240.9501953125,2607160000
2018-02-05,7165.9599609375,7277.35986328125,6967.52978515625,6967.52978515625,3143210000
2018-02-06,6837.56005859375,7126.5498046875,6824.81982421875,7115.8798828125,3148270000
2018-02-07,7086.2001953125,7170.33984375,7051.52978515625,7051.97998046875,2380020000
2018-02-08,7067.2998046875,7073.990234375,6776.77001953125,6777.16015625,2730740000
2018-02-09,6863.33984375,6917.009765625,6630.669921875,6874.490234375,3165330000
2018-02-12,6936.68017578125,7023.6201171875,6879.68994140625,6981.9599609375,2250650000
2018-02-13,6942.16015625,7025.68017578125,6938.16015625,7013.509765625,1830320000
2018-02-14,6979.240234375,7152.0498046875,6977.06982421875,7143.6201171875,2217630000
2018-02-15,7200.75,7256.93017578125,7130.39013671875,7256.43017578125,2124060000
2018-02-16,7236.509765625,7303.259765625,7226.3798828125,7239.47021484375,2037710000
2018-02-20,7209.02978515625,7295.9501953125,7206.0,7234.31005859375,1921870000
2018-02-21,7258.47998046875,7338.64013671875,7218.10986328125,7218.22998046875,1956120000
2018-02-22,7252.4599609375,7280.93017578125,7194.83984375,7210.08984375,1927580000
2018-02-23,7261.35009765625,7337.830078125,7232.5,7337.39013671875,1887540000
2018-02-26,7373.2998046875,7421.85009765625,7360.25,7421.4599609375,1876560000
2018-02-27,7416.169921875,7438.08984375,7330.35009765625,7330.35009765625,2162250000
2018-02-28,7371.41015625,7386.7998046875,7273.009765625,7273.009765625,2384940000
2018-03-01,7274.75,7307.85009765625,7117.66015625,7180.56005859375,2499010000
2018-03-02,7099.5400390625,7267.18994140625,7084.830078125,7257.8701171875,2291480000
2018-03-05,7222.89013671875,7350.06982421875,7205.31005859375,7330.7099609375,2076870000
2018-03-06,7366.60986328125,7378.02978515625,7319.68017578125,7372.009765625,2132920000
2018-03-07,7311.740234375,7403.7900390625,7311.740234375,7396.64990234375,2198610000
2018-03-08,7422.77001953125,7435.009765625,7391.5,7427.9501953125,2277740000
2018-03-09,7475.97998046875,7560.81005859375,7469.02978515625,7560.81005859375,2310050000
2018-03-12,7581.0400390625,7609.10009765625,7563.43994140625,7588.31982421875,2314480000
2018-03-13,7627.52001953125,7637.27001953125,7492.97998046875,7511.009765625,2459220000
2018-03-14,7539.77978515625,7544.89013671875,7473.89990234375,7496.81005859375,2112950000
2018-03-15,7509.240234375,7525.43994140625,7463.18994140625,7481.740234375,2008290000
2018-03-16,7504.3701171875,7514.2099609375,7473.68017578125,7481.990234375,3089970000
2018-03-19,7419.2001953125,7421.22998046875,7285.27001953125,7344.240234375,2352810000
2018-03-20,7353.25,7380.740234375,7331.240234375,7364.2998046875,1976000000
2018-03-21,7347.5,7415.66015625,7325.35009765625,7345.2900390625,1999230000
2018-03-22,7257.5498046875,7303.18994140625,7164.3798828125,7166.68017578125,2370970000
2018-03-23,7170.68017578125,7194.31005859375,6992.669921875,6992.669921875,2455760000
2018-03-26,7125.2001953125,7225.830078125,7022.33984375,7220.5400390625,2341370000
2018-03-27,7255.47021484375,7255.5400390625,6963.68017578125,7008.81005859375,2347480000
2018-03-28,6978.2998046875,7036.08984375,6901.06982421875,6949.22998046875,2551950000
2018-03-29,6984.66015625,7120.4599609375,6935.77978515625,7063.4501953125,2593390000
2018-04-02,7016.169921875,7044.7099609375,6805.9599609375,6870.1201171875,2402670000
2018-04-03,6924.35009765625,6963.7099609375,6835.22998046875,6941.27978515625,2330900000
2018-04-04,6811.77001953125,7059.2900390625,6811.77001953125,7042.10986328125,2261580000
2018-04-05,7099.25,7112.3798828125,7036.6201171875,7076.5498046875,2153030000
2018-04-06,6999.56982421875,7066.64013671875,6877.759765625,6915.10986328125,2359780000
2018-04-09,6971.4501953125,7074.9501953125,6944.9599609375,6950.33984375,2089220000
2018-04-10,7060.990234375,7117.97998046875,7014.8798828125,7094.2998046875,2252020000
2018-04-11,7055.0,7128.5400390625,7055.0,7069.02978515625,1882090000
2018-04-12,7112.02001953125,7166.0,7105.08984375,7140.25,2027080000
2018-04-13,7179.6201171875,7183.6201171875,7078.14013671875,7106.64990234375,1768160000
2018-04-16,7153.8701171875,7178.509765625,7115.85009765625,7156.27978515625,1800450000
2018-04-17,7215.1201171875,7298.58984375,7206.5498046875,7281.10009765625,1935380000
2018-04-18,7292.3798828125,7319.580078125,7259.89990234375,7295.240234375,1908700000
2018-04-19,7258.60986328125,7277.4501953125,7215.169921875,7238.06005859375,1982090000
2018-04-20,7220.64013671875,7222.990234375,7123.490234375,7146.1298828125,1935160000
2018-04-23,7173.990234375,7195.72021484375,7094.43017578125,7128.60009765625,1744480000
2018-04-24,7160.77001953125,7171.669921875,6961.52001953125,7007.35009765625,2154270000
2018-04-25,7009.990234375,7030.740234375,6926.97021484375,7003.740234375,2055840000
2018-04-26,7080.490234375,7143.93994140625,7055.66015625,7118.68017578125,2141220000
2018-04-27,7195.52001953125,7197.14990234375,7083.9501953125,7119.7998046875,2050350000
2018-04-30,7133.9501953125,7169.7998046875,7065.41015625,7066.27001953125,1998570000
2018-05-01,7053.64990234375,7133.27001953125,7036.18017578125,7130.7001953125,1932660000
2018-05-02,7138.4501953125,7169.4599609375,7094.72021484375,7100.89990234375,2157860000
2018-05-03,7065.02978515625,7112.58984375,6991.14013671875,7088.14990234375,2355780000
2018-05-04,7065.669921875,7228.259765625,7057.89013671875,7209.6201171875,2040520000
2018-05-07,7241.81982421875,7291.740234375,7235.759765625,7265.2099609375,1950650000
2018-05-08,7255.33984375,7278.81005859375,7224.7001953125,7266.89990234375,2070970000
2018-05-09,7281.52978515625,7344.7998046875,7259.0498046875,7339.91015625,2250260000
2018-05-10,7355.89990234375,7414.14990234375,7353.6298828125,7404.97021484375,2250450000
2018-05-11,7393.97021484375,7417.669921875,7372.259765625,7402.8798828125,2085350000
2018-05-14,7429.4501953125,7458.419921875,7401.89013671875,7411.31982421875,2085850000
2018-05-15,7361.2998046875,7363.52001953125,7320.97021484375,7351.6298828125,2120380000
2018-05-16,7356.22021484375,7413.31982421875,7356.16015625,7398.2998046875,2103060000
2018-05-17,7379.580078125,7425.39013671875,7350.4599609375,7382.47021484375,1958970000
2018-05-18,7364.33984375,7381.16015625,7343.97021484375,7354.33984375,1982190000
2018-05-21,7406.33984375,7431.830078125,7368.2099609375,7394.0400390625,1997220000
2018-05-22,7420.85009765625,7432.52978515625,7370.330078125,7378.4599609375,1927420000
2018-05-23,7335.02978515625,7426.77978515625,7334.6201171875,7425.9599609375,1997090000
2018-05-24,7421.990234375,7435.3798828125,7357.5,7424.43017578125,2035460000
2018-05-25,7422.2001953125,7452.85009765625,7415.580078125,7433.85009765625,1771950000
2018-05-29,7398.509765625,7435.1298828125,7354.2900390625,7396.58984375,2095380000
2018-05-30,7428.41015625,7473.81005859375,7423.669921875,7462.4501953125,2058300000
2018-05-31,7455.580078125,7492.419921875,7431.41015625,7442.1201171875,2533360000
2018-06-01,7487.66015625,7557.3798828125,7487.22998046875,7554.330078125,2212330000
2018-06-04,7570.080078125,7607.169921875,7561.2001953125,7606.4599609375,2152170000
2018-06-05,7621.35986328125,7644.47998046875,7602.3798828125,7637.85986328125,2063270000
2018-06-06,7652.7998046875,7691.64990234375,7622.31005859375,7689.240234375,2198100000
2018-06-07,7697.41015625,7697.41015625,7597.66015625,7635.06982421875,2339720000
2018-06-08,7607.740234375,7653.580078125,7595.14013671875,7645.509765625,1949810000
2018-06-11,7647.240234375,7677.2900390625,7642.8701171875,7659.93017578125,1959360000
2018-06-12,7673.8701171875,7708.25,7669.52978515625,7703.7900390625,2019890000
2018-06-13,7713.89990234375,7748.9599609375,7686.64990234375,7695.7001953125,2197830000
2018-06-14,7723.52978515625,7768.60009765625,7723.52978515625,7761.0400390625,2193630000
