pair,date,pearson_30d,pearson_90d,spearman_90d
BTC_NASDAQ,2026-09-17,0.2807013353543663,0.37953914982041426,0.3832489607770506
BTC_GOLD,2026-09-17,0.598349261614602,0.5779222241638391,0.5747787792731612
BTC_DXY,2026-09-17,-0.5215904961903589,-0.408616552527045,-0.34594394369675263
