date,horizon_days,sentiment_bucket,fng_value,forward_log_return
2018-02-02,1,EXTREME_FEAR,15.0,-0.23874030029910423
2018-02-05,1,EXTREME_FEAR,11.0,0.10870919082663183
2018-02-06,1,EXTREME_FEAR,8.0,-0.017261906053983644
2018-02-07,1,MODERATE,36.0,0.08115416198669995
2018-02-08,1,MODERATE,30.0,0.05546355066788704
2018-02-09,1,MODERATE,44.0,0.021467611717940465
2018-02-12,1,MODERATE,42.0,-0.03746663522015055
2018-02-13,1,MODERATE,35.0,0.09916074093751738
2018-02-14,1,MODERATE,55.0,0.06836184023155013
2018-02-15,1,MODERATE,71.0,0.006617573638271063
2018-02-16,1,MODERATE,67.0,0.1082321041179471
2018-02-20,1,MODERATE,74.0,-0.06459170224791025
2018-02-21,1,MODERATE,54.0,-0.06626121098880938
2018-02-22,1,MODERATE,44.0,0.029165679693390664
2018-02-23,1,MODERATE,39.0,0.006348117057278654
2018-02-26,1,MODERATE,37.0,0.03403460609897371
2018-02-27,1,MODERATE,44.0,-0.03102947063646394
2018-02-28,1,MODERATE,41.0,0.05182687604474617
2018-03-01,1,MODERATE,38.0,0.012288390831968726
2018-03-02,1,MODERATE,47.0,0.04298153693384055
2018-03-05,1,MODERATE,55.0,-0.07101737882303372
2018-03-06,1,MODERATE,59.0,-0.0785471416488412
2018-03-07,1,MODERATE,37.0,-0.05895751127349285
2018-03-08,1,MODERATE,39.0,-0.006134788034011313
2018-03-09,1,MODERATE,37.0,-0.014284020556032829
2018-03-12,1,MODERATE,41.0,-0.0011163614975213598
2018-03-13,1,MODERATE,41.0,-0.10603202002040293
2018-03-14,1,MODERATE,40.0,0.0037476840392196564
2018-03-15,1,MODERATE,32.0,0.004506141978666486
2018-03-16,1,MODERATE,33.0,0.03445455795110484
2018-03-19,1,MODERATE,29.0,0.03224371887087316
2018-03-20,1,MODERATE,37.0,0.0017722101148143973
2018-03-21,1,MODERATE,36.0,-0.022745729727735496
2018-03-22,1,MODERATE,36.0,0.01716871105996537
2018-03-23,1,MODERATE,28.0,-0.07847888972440469
2018-03-26,1,MODERATE,31.0,-0.046929196809366094
2018-03-27,1,MODERATE,24.0,0.015384599545304772
2018-03-28,1,MODERATE,24.0,-0.10442950860100436
2018-03-29,1,EXTREME_FEAR,18.0,-0.01149532159013597
2018-04-02,1,EXTREME_FEAR,11.0,0.051223352843477454
2018-04-03,1,MODERATE,22.0,-0.0842247558070548
2018-04-04,1,MODERATE,22.0,-0.006201068910304808
2018-04-05,1,EXTREME_FEAR,17.0,-0.02605042094133808
2018-04-06,1,EXTREME_FEAR,19.0,0.02005134038409012
2018-04-09,1,MODERATE,21.0,0.00941241499855583
2018-04-10,1,EXTREME_FEAR,18.0,0.01935281561415031
2018-04-11,1,EXTREME_FEAR,20.0,0.12412693581038275
2018-04-12,1,EXTREME_FEAR,18.0,0.0008501580097129702
2018-04-13,1,MODERATE,23.0,0.020397289485947018
2018-04-17,1,MODERATE,26.0,0.03253592757494633
2018-04-18,1,MODERATE,24.0,0.015906496489625957
2018-04-19,1,MODERATE,25.0,0.06437648463049019
2018-04-20,1,MODERATE,26.0,0.009568750776767585
2018-04-23,1,MODERATE,28.0,0.08235319918742609
2018-04-24,1,MODERATE,29.0,-0.09193210663750347
2018-04-25,1,MODERATE,64.0,0.04808821013231678
2018-04-26,1,MODERATE,47.0,-0.0322395933068439
2018-04-27,1,MODERATE,55.0,0.027816756035231743
2018-04-30,1,MODERATE,59.0,-0.01324016669459219
2018-05-01,1,MODERATE,56.0,0.012739001376982891
2018-05-02,1,MODERATE,52.0,0.05353715789106724
2018-05-03,1,MODERATE,55.0,-0.004433170333562976
2018-05-04,1,MODERATE,56.0,-0.034369951142338984
2018-05-07,1,MODERATE,56.0,-0.014853101418770562
2018-05-08,1,MODERATE,62.0,0.009737078547251641
2018-05-09,1,MODERATE,53.0,-0.03062326710905233
2018-05-10,1,MODERATE,63.0,-0.0689361065966995
2018-05-11,1,MODERATE,41.0,0.03209219428812594
2018-05-14,1,MODERATE,40.0,-0.02396447419619404
2018-05-15,1,MODERATE,40.0,-0.01677248204784669
2018-05-16,1,MODERATE,32.0,-0.03335153970564195
2018-05-17,1,MODERATE,31.0,0.019168176638719434
2018-05-18,1,MODERATE,37.0,0.02015916035151326
2018-05-21,1,MODERATE,41.0,-0.04583947139821304
2018-05-22,1,MODERATE,30.0,-0.062067659444725726
2018-05-23,1,MODERATE,26.0,0.0038982826938899207
2018-05-24,1,MODERATE,27.0,-0.014229521588760119
2018-05-25,1,MODERATE,25.0,-0.0010098883107377
2018-05-29,1,EXTREME_FEAR,16.0,-0.008880942351451787
2018-05-30,1,MODERATE,38.0,0.011764678499798065
2018-05-31,1,MODERATE,25.0,0.006289122618005127
2018-06-01,1,MODERATE,24.0,-0.0035839734288263536
2018-06-04,1,MODERATE,41.0,0.015749961130953755
2018-06-05,1,MODERATE,26.0,0.0026452866114361484
2018-06-06,1,MODERATE,42.0,0.003164613319278059
2018-06-07,1,MODERATE,38.0,-0.006968564365645913
2018-06-08,1,MODERATE,40.0,-0.09889802411309354
2018-06-11,1,EXTREME_FEAR,15.0,-0.048130473399383256
2018-06-12,1,EXTREME_FEAR,19.0,-0.03595427350674796
2018-06-13,1,EXTREME_FEAR,19.0,0.049982602628063255
2018-06-14,1,EXTREME_FEAR,17.0,-0.03332187405601145
2018-06-15,1,MODERATE,26.0,0.042191279404934445
2018-06-18,1,MODERATE,27.0,0.005201158253766047
2018-06-19,1,MODERATE,32.0,0.0009758784644155472
2018-06-20,1,MODERATE,34.0,-0.006931549314601104
2018-06-21,1,MODERATE,37.0,-0.10092513460307667
2018-06-22,1,MODERATE,28.0,0.026838873122114137
2018-06-25,1,EXTREME_FEAR,16.0,-0.025199768617492124
2018-06-26,1,MODERATE,21.0,0.01036022620030752
2018-06-27,1,EXTREME_FEAR,18.0,-0.042075518926673605
2018-06-28,1,EXTREME_FEAR,20.0,0.05196130416250111
2018-06-29,1,EXTREME_FEAR,16.0,0.061719329676020895
2018-07-02,1,MODERATE,27.0,-0.01287172551286736
2018-07-03,1,MODERATE,31.0,0.01663832736937998
2018-07-05,1,MODERATE,37.0,0.005162002311365543
2018-07-06,1,MODERATE,34.0,0.010175075207412176
2018-07-09,1,MODERATE,39.0,-0.06302716705344924
2018-07-10,1,MODERATE,37.0,0.010178711879892055
2018-07-11,1,MODERATE,29.0,-0.026285767240593783
2018-07-12,1,MODERATE,33.0,0.001482289507841239
2018-07-13,1,MODERATE,29.0,0.07765193290630984
2018-07-16,1,MODERATE,36.0,0.08243286458020968
2018-07-17,1,MODERATE,39.0,0.006771106197490967
2018-07-18,1,MODERATE,42.0,0.012951038487558242
2018-07-19,1,MODERATE,44.0,-0.015212500162381487
2018-07-20,1,MODERATE,47.0,0.047400084111851426
2018-07-23,1,MODERATE,44.0,0.0884546416030793
2018-07-24,1,MODERATE,49.0,-0.029254690417220938
2018-07-25,1,MODERATE,54.0,-0.028491418656974188
2018-07-26,1,MODERATE,53.0,0.026487261573524185
2018-07-27,1,MODERATE,47.0,0.0018929037555089345
2018-07-30,1,MODERATE,53.0,-0.05013794188199755
2018-07-31,1,MODERATE,48.0,-0.020192344692957165
2018-08-01,1,MODERATE,39.0,-0.00760404211125737
2018-08-02,1,MODERATE,39.0,-0.017699946974245928
2018-08-03,1,MODERATE,36.0,-0.06711595979730206
2018-08-06,1,MODERATE,25.0,-0.028995953086401516
2018-08-07,1,MODERATE,25.0,-0.0685348238477207
2018-08-08,1,MODERATE,23.0,0.040774573013564686
2018-08-09,1,EXTREME_FEAR,19.0,-0.06016427603596319
2018-08-10,1,MODERATE,21.0,0.018083705994485055
2018-08-13,1,MODERATE,21.0,-0.015661306329478597
2018-08-14,1,EXTREME_FEAR,16.0,0.017398593339543023
2018-08-15,1,EXTREME_FEAR,18.0,0.004146085616168971
2018-08-16,1,MODERATE,21.0,0.03808327820833696
2018-08-17,1,EXTREME_FEAR,19.0,-0.04222781581999613
2018-08-20,1,MODERATE,26.0,0.028168761359932237
2018-08-21,1,EXTREME_FEAR,19.0,-0.017419128922692984
2018-08-22,1,MODERATE,21.0,0.02450168206824127
2018-08-23,1,EXTREME_FEAR,18.0,0.0279282300110974
2018-08-24,1,EXTREME_FEAR,19.0,0.024210666766910083
2018-08-27,1,EXTREME_FEAR,18.0,0.030277809712914827
2018-08-28,1,EXTREME_FEAR,19.0,-0.006945951847084575
2018-08-29,1,EXTREME_FEAR,19.0,-0.009829420799983113
2018-08-30,1,MODERATE,22.0,0.008469072019252843
2018-08-31,1,EXTREME_FEAR,17.0,0.045021099837277645
2018-09-04,1,MODERATE,26.0,-0.08041781637747242
2018-09-05,1,EXTREME_FEAR,17.0,-0.03958783805725852
2018-09-06,1,EXTREME_FEAR,14.0,-0.00955669816881799
2018-09-07,1,EXTREME_FEAR,17.0,-0.02147024688465038
2018-09-10,1,EXTREME_FEAR,15.0,-0.0013437780737510785
2018-09-11,1,EXTREME_FEAR,18.0,0.004829112103060529
2018-09-12,1,EXTREME_FEAR,14.0,0.025723516554865877
2018-09-13,1,EXTREME_FEAR,20.0,-0.0007060768656482752
2018-09-14,1,MODERATE,23.0,-0.036194570119663094
2018-09-17,1,MODERATE,25.0,0.014242423616418198
2018-09-18,1,MODERATE,21.0,0.0042663457062144805
2018-09-19,1,MODERATE,24.0,0.018753903731685506
2018-09-20,1,MODERATE,24.0,0.03248666575188541
2018-09-21,1,MODERATE,31.0,-0.020936438692687742
2018-09-24,1,MODERATE,43.0,-0.022841248739725317
2018-09-25,1,MODERATE,37.0,0.0074999226253362195
2018-09-26,1,MODERATE,37.0,0.027598692087246635
2018-09-27,1,MODERATE,42.0,-0.004897601761743697
2018-09-28,1,MODERATE,42.0,-0.008238038938529979
2018-10-01,1,MODERATE,35.0,-0.005099772645630052
2018-10-02,1,MODERATE,33.0,-0.008195393817457097
2018-10-03,1,MODERATE,36.0,0.01133103530096885
2018-10-04,1,MODERATE,29.0,0.006938348855324794
2018-10-05,1,MODERATE,37.0,0.004482214661502892
2018-10-08,1,MODERATE,26.0,-0.0014426384505712986
2018-10-09,1,MODERATE,31.0,-0.008634710127935707
2018-10-10,1,MODERATE,28.0,-0.051295382144624035
2018-10-11,1,EXTREME_FEAR,19.0,0.0029271598167849855
2018-10-12,1,EXTREME_FEAR,13.0,0.05003871210879862
2018-10-15,1,EXTREME_FEAR,20.0,-6.521446177781831e-05
2018-10-16,1,MODERATE,24.0,-0.007865727557091529
2018-10-17,1,MODERATE,23.0,-0.01040167369568934
2018-10-18,1,MODERATE,26.0,-0.0017462065653074954
2018-10-19,1,MODERATE,24.0,0.0033584099400014167
2018-10-22,1,MODERATE,27.0,-0.0017619397642865131
2018-10-23,1,MODERATE,24.0,0.003099024997765043
2018-10-24,1,MODERATE,23.0,-0.0030141263870882007
2018-10-25,1,MODERATE,25.0,-0.000237824771618933
2018-10-26,1,MODERATE,29.0,-0.022194383606997603
2018-10-29,1,MODERATE,34.0,0.0002589641886430183
2018-10-30,1,MODERATE,31.0,-0.0026336269445916827
2018-10-31,1,MODERATE,32.0,0.009479090296346915
2018-11-01,1,MODERATE,29.0,0.0016700572222643206
2018-11-02,1,MODERATE,36.0,0.004875083179933681
2018-11-05,1,MODERATE,42.0,0.0064204349103652025
2018-11-06,1,MODERATE,42.0,0.010642787457474823
2018-11-07,1,MODERATE,48.0,-0.011771661474414774
2018-11-08,1,MODERATE,51.0,-0.0106081363243139
2018-11-09,1,MODERATE,47.0,-0.002249780872175644
2018-11-12,1,MODERATE,52.0,-0.001850602522267597
2018-11-13,1,MODERATE,56.0,-0.10277649273173683
2018-11-14,1,MODERATE,49.0,-0.015864955827275262
2018-11-15,1,MODERATE,28.0,-0.012915841594389021
2018-11-16,1,MODERATE,23.0,-0.13499103892158038
2018-11-19,1,MODERATE,28.0,-0.09007563428611132
2018-11-20,1,MODERATE,21.0,0.033203655465095516
2018-11-21,1,EXTREME_FEAR,15.0,-0.05701668937195936
2018-11-23,1,EXTREME_FEAR,12.0,-0.14001743164228364
2018-11-26,1,EXTREME_FEAR,17.0,0.010945085463912707
2018-11-27,1,EXTREME_FEAR,11.0,0.10822444579237067
2018-11-28,1,EXTREME_FEAR,14.0,0.005020181260204426
2018-11-29,1,EXTREME_FEAR,18.0,-0.06308129823555886
2018-11-30,1,EXTREME_FEAR,19.0,-0.03113169591070808
2018-12-03,1,EXTREME_FEAR,17.0,0.015988811461090213
2018-12-04,1,EXTREME_FEAR,12.0,-0.11668536935118556
2018-12-06,1,EXTREME_FEAR,13.0,-0.02915174921548558
2018-12-07,1,EXTREME_FEAR,11.0,0.023899334858293875
2018-12-10,1,EXTREME_FEAR,19.0,-0.022540327664477555
2018-12-11,1,EXTREME_FEAR,15.0,0.018046272769709715
2018-12-12,1,EXTREME_FEAR,14.0,-0.05096896140814733
2018-12-13,1,EXTREME_FEAR,14.0,-0.021718554248833177
2018-12-14,1,EXTREME_FEAR,10.0,0.0894420952821926
2018-12-17,1,EXTREME_FEAR,17.0,0.04148507479472929
2018-12-18,1,MODERATE,23.0,0.013408299801074719
2018-12-19,1,MODERATE,21.0,0.09867679132172591
2018-12-20,1,MODERATE,27.0,-0.05926230044008085
2018-12-21,1,MODERATE,35.0,0.04566364705148651
2018-12-24,1,MODERATE,25.0,-0.0557867401970239
2018-12-26,1,MODERATE,26.0,-0.053916299527153266
2018-12-27,1,MODERATE,29.0,0.07104028607292978
2018-12-28,1,MODERATE,21.0,-0.047283429619104256
2018-12-31,1,MODERATE,26.0,0.05223829160589122
2019-01-02,1,MODERATE,30.0,-0.027422321806192085
2019-01-03,1,MODERATE,33.0,0.005452331614920758
2019-01-04,1,MODERATE,48.0,0.04251090124858692
2019-01-07,1,MODERATE,39.0,0.0013901547706836048
2019-01-08,1,MODERATE,39.0,0.0011030020343775204
2019-01-09,1,MODERATE,42.0,-0.09245928249298152
2019-01-10,1,MODERATE,37.0,0.0022917701090900966
2019-01-11,1,EXTREME_FEAR,19.0,0.005054984870562107
2019-01-14,1,EXTREME_FEAR,16.0,-0.020548563372547957
2019-01-15,1,MODERATE,27.0,0.006679301401546378
2019-01-16,1,MODERATE,24.0,0.006424485580328487
2019-01-17,1,MODERATE,28.0,-0.0056498160197321345
2019-01-18,1,MODERATE,29.0,-0.014668165057360683
2019-01-22,1,MODERATE,27.0,-0.005411671839448018
2019-01-23,1,MODERATE,33.0,0.004381431105509703
2019-01-24,1,MODERATE,37.0,-0.0003054202695449426
2019-01-25,1,MODERATE,35.0,-0.03658441182238725
2019-01-28,1,MODERATE,35.0,-0.006456126661071426
2019-01-29,1,MODERATE,21.0,0.010978782970954004
2019-01-30,1,MODERATE,22.0,-0.008176606850343049
2019-01-31,1,EXTREME_FEAR,17.0,0.008682382533651056
2019-02-01,1,MODERATE,23.0,-0.008288761421215818
2019-02-04,1,MODERATE,27.0,0.00208024252495842
2019-02-05,1,MODERATE,21.0,-0.015287693750092979
2019-02-06,1,EXTREME_FEAR,14.0,-0.004196583300843049
2019-02-07,1,EXTREME_FEAR,18.0,0.07569393609415698
2019-02-08,1,MODERATE,37.0,-0.005016847229195154
2019-02-11,1,MODERATE,46.0,0.001396310513208876
2019-02-12,1,MODERATE,38.0,-0.005890543660869052
2019-02-13,1,MODERATE,48.0,-0.004190873583172272
2019-02-14,1,MODERATE,48.0,0.0010859628225891038
2019-02-15,1,MODERATE,43.0,0.0862817579976628
2019-02-19,1,MODERATE,65.0,0.013269765098495312
2019-02-20,1,MODERATE,59.0,-0.011491890282327777
2019-02-21,1,MODERATE,59.0,0.012917451356471377
2019-02-22,1,MODERATE,61.0,-0.031145228196265085
2019-02-25,1,MODERATE,47.0,-0.007325399279809797
2019-02-26,1,MODERATE,40.0,-0.0008592791582580084
2019-02-27,1,MODERATE,39.0,0.0009701838898455994
2019-02-28,1,MODERATE,39.0,0.001244000740716955
2019-03-01,1,MODERATE,42.0,-0.02572633664225421
2019-03-04,1,MODERATE,36.0,0.035213632013154084
2019-03-05,1,MODERATE,35.0,0.001940338762940863
2019-03-06,1,MODERATE,42.0,0.0019299650258204348
2019-03-07,1,MODERATE,56.0,-0.0026502747112910896
2019-03-08,1,MODERATE,54.0,0.0010493249311858133
2019-03-11,1,MODERATE,56.0,0.0010055701480762291
2019-03-12,1,MODERATE,56.0,-0.0006241055237000692
2019-03-13,1,MODERATE,54.0,0.004508157464902074
2019-03-14,1,MODERATE,55.0,0.009268473031698754
2019-03-15,1,MODERATE,55.0,0.017914264468174013
2019-03-18,1,MODERATE,56.0,0.009547038273958641
2019-03-19,1,MODERATE,56.0,0.003992356946232678
2019-03-20,1,MODERATE,55.0,-0.014328401790338452
2019-03-21,1,MODERATE,62.0,-0.0013307952232004538
2019-03-22,1,MODERATE,56.0,-0.01524942762396142
2019-03-25,1,MODERATE,46.0,0.0055384728228035085
2019-03-26,1,MODERATE,43.0,0.025269802161777655
2019-03-27,1,MODERATE,44.0,-0.004403784140031841
2019-03-28,1,MODERATE,49.0,0.007166825802505161
2019-03-29,1,MODERATE,50.0,0.014487790832901193
2019-04-01,1,MODERATE,62.0,0.16004197976839485
2019-04-02,1,MODERATE,60.0,0.018907492969508444
2019-04-03,1,MODERATE,71.0,-0.010150461847883041
2019-04-04,1,MODERATE,61.0,0.022870127391310335
2019-04-05,1,MODERATE,59.0,0.0490275913129693
2019-04-08,1,MODERATE,65.0,-0.01616322678792148
2019-04-09,1,MODERATE,64.0,0.0227168029339172
2019-04-10,1,MODERATE,62.0,-0.0500755252871915
2019-04-11,1,MODERATE,65.0,0.004934263167637232
2019-04-12,1,MODERATE,42.0,-0.004416949710274065
2019-04-15,1,MODERATE,60.0,0.03270340954624673
2019-04-16,1,MODERATE,50.0,0.0031234202806837974
2019-04-17,1,MODERATE,61.0,0.008805048106448887
2019-04-18,1,MODERATE,64.0,0.018879200251623374
2019-04-22,1,MODERATE,61.0,0.03153767871024238
2019-04-23,1,MODERATE,68.0,-0.019479346575944634
2019-04-24,1,MODERATE,65.0,-0.04766091040689624
2019-04-25,1,MODERATE,58.0,0.013123813423158937
2019-04-26,1,MODERATE,41.0,-0.006078961482854139
2019-04-29,1,MODERATE,42.0,0.019508686623198823
2019-04-30,1,MODERATE,42.0,0.009665964737195942
2019-05-01,1,MODERATE,51.0,0.018809979754905393
2019-05-02,1,MODERATE,50.0,0.04666729598003433
2019-05-03,1,MODERATE,63.0,-0.003731179580201638
2019-05-06,1,MODERATE,57.0,0.014287066018571104
2019-05-07,1,MODERATE,69.0,0.025899955314045264
2019-05-08,1,MODERATE,63.0,0.03160113331553793
2019-05-09,1,MODERATE,69.0,0.0325551192394693
2019-05-10,1,MODERATE,71.0,0.2030463997518023
2019-05-13,1,MODERATE,78.0,0.02270920762567849
2019-05-14,1,MODERATE,78.0,0.026020895924879633
2019-05-15,1,MODERATE,77.0,-0.03981349360704292
2019-05-16,1,MODERATE,75.0,-0.07108127725881802
2019-05-17,1,MODERATE,65.0,0.08285706954868194
2019-05-20,1,MODERATE,73.0,-0.0018795372127934362
2019-05-21,1,MODERATE,68.0,-0.03621876354448261
2019-05-22,1,MODERATE,69.0,0.02593403285888138
2019-05-23,1,MODERATE,65.0,0.013299515579215881
2019-05-24,1,MODERATE,64.0,0.0877531280505357
2019-05-28,1,MODERATE,71.0,-0.00695935212814635
2019-05-29,1,MODERATE,71.0,-0.04005664796772885
2019-05-30,1,MODERATE,73.0,0.030194039934908073
2019-05-31,1,MODERATE,61.0,-0.04356239154314412
2019-06-03,1,MODERATE,66.0,-0.06300147834270087
2019-06-04,1,MODERATE,42.0,0.014996473539935246
2019-06-05,1,MODERATE,27.0,-0.000282241065826333
2019-06-06,1,MODERATE,34.0,0.027977129076807883
2019-06-07,1,MODERATE,27.0,-0.0054376622004115305
2019-06-10,1,MODERATE,46.0,-0.009117973017984032
2019-06-11,1,MODERATE,61.0,0.027144739690551603
2019-06-12,1,MODERATE,60.0,0.01038875344605443
2019-06-13,1,MODERATE,63.0,0.05471566495081175
2019-06-14,1,MODERATE,67.0,0.06958652943068523
2019-06-17,1,EXTREME_GREED,84.0,-0.025932150849555906
2019-06-18,1,EXTREME_GREED,83.0,0.020894883881637273
2019-06-19,1,EXTREME_GREED,82.0,0.02698349626412288
2019-06-20,1,EXTREME_GREED,81.0,0.062790586710018
2019-06-21,1,EXTREME_GREED,84.0,0.08196681544062635
2019-06-24,1,EXTREME_GREED,80.0,0.06842540313130868
2019-06-25,1,EXTREME_GREED,87.0,0.09886766271923941
2019-06-26,1,EXTREME_GREED,95.0,-0.15181967393698742
2019-06-27,1,EXTREME_GREED,92.0,0.10391011328681188
2019-06-28,1,MODERATE,62.0,-0.1590259165175732
2019-07-01,1,MODERATE,65.0,0.020439793649304372
2019-07-02,1,MODERATE,63.0,0.10197242314626953
2019-07-03,1,MODERATE,79.0,-0.08573872330948126
2019-07-05,1,MODERATE,67.0,0.11252181716911083
2019-07-08,1,MODERATE,74.0,0.023159293280455795
2019-07-09,1,EXTREME_GREED,84.0,-0.0337512276446848
2019-07-10,1,EXTREME_GREED,83.0,-0.06788441618712998
2019-07-11,1,MODERATE,62.0,0.03947275386856419
2019-07-12,1,MODERATE,33.0,-0.08114117347266225
2019-07-15,1,EXTREME_FEAR,16.0,-0.13937670558066412
2019-07-16,1,MODERATE,34.0,0.022551278856090207
2019-07-17,1,EXTREME_FEAR,19.0,0.09561955306661926
2019-07-18,1,MODERATE,40.0,-0.012808461572604485
2019-07-19,1,MODERATE,42.0,-0.017977625586193147
2019-07-22,1,MODERATE,42.0,-0.043707966595476655
2019-07-23,1,MODERATE,40.0,-0.009013724991008054
2019-07-24,1,EXTREME_FEAR,20.0,0.010131621144278291
2019-07-25,1,MODERATE,42.0,-0.004199559341958314
2019-07-26,1,MODERATE,24.0,-0.036225536898156364
2019-07-29,1,EXTREME_FEAR,19.0,0.009231027857063208
2019-07-30,1,MODERATE,22.0,0.04857531814577598
2019-07-31,1,MODERATE,31.0,0.03066254026424242
2019-08-01,1,MODERATE,57.0,0.011330721144643396
2019-08-02,1,MODERATE,61.0,0.11547381708019214
2019-08-05,1,MODERATE,64.0,-0.02813163305123967
2019-08-06,1,MODERATE,66.0,0.03961210267399501
2019-08-07,1,MODERATE,45.0,0.0020443450527850016
2019-08-08,1,MODERATE,61.0,-0.008684364496770236
2019-08-09,1,MODERATE,60.0,-0.04133166407356548
2019-08-12,1,MODERATE,48.0,-0.04370714338940504
2019-08-13,1,MODERATE,45.0,-0.0806379719242745
2019-08-14,1,EXTREME_FEAR,11.0,0.025522045965721746
2019-08-15,1,EXTREME_FEAR,13.0,0.0060711120004817015
2019-08-16,1,MODERATE,31.0,0.050899182778600394
2019-08-19,1,MODERATE,30.0,-0.014098602646118369
2019-08-20,1,MODERATE,39.0,-0.05984026786228672
2019-08-21,1,EXTREME_FEAR,11.0,-0.0006901282262681552
2019-08-22,1,EXTREME_FEAR,5.0,0.02696583890848797
2019-08-23,1,MODERATE,33.0,-0.0035752398936555324
2019-08-26,1,MODERATE,41.0,-0.018030983225030398
2019-08-27,1,MODERATE,30.0,-0.04324433232151661
2019-08-28,1,MODERATE,32.0,-0.02535588058642089
2019-08-29,1,EXTREME_FEAR,20.0,0.009207926773968325
2019-08-30,1,MODERATE,24.0,0.10149944313938315
2019-09-03,1,MODERATE,41.0,-0.0027379439807032335
2019-09-04,1,MODERATE,43.0,-0.0017912085396542543
2019-09-05,1,MODERATE,41.0,-0.021237571181720677
2019-09-06,1,MODERATE,43.0,-0.0017718372091033996
2019-09-09,1,MODERATE,41.0,-0.021417820975587032
2019-09-10,1,MODERATE,41.0,0.006149168432955224
2019-09-11,1,MODERATE,38.0,0.02251399403043501
2019-09-12,1,MODERATE,39.0,-0.0047740552572046735
2019-09-13,1,MODERATE,38.0,-0.008116684239868083
2019-09-16,1,MODERATE,38.0,-0.003462462705750277
2019-09-17,1,MODERATE,41.0,-0.004209930227213263
2019-09-18,1,MODERATE,38.0,0.0066619464013658175
2019-09-19,1,MODERATE,31.0,-0.008291636186185586
2019-09-20,1,MODERATE,41.0,-0.045441815222616234
2019-09-23,1,MODERATE,41.0,-0.1209936495214672
2019-09-24,1,MODERATE,39.0,-0.015616015371176538
2019-09-25,1,EXTREME_FEAR,15.0,-0.04433175093227526
2019-09-26,1,EXTREME_FEAR,12.0,0.016233872320436216
2019-09-27,1,MODERATE,24.0,0.005079569443804083
2019-09-30,1,MODERATE,27.0,0.005939522648697362
2019-10-01,1,MODERATE,38.0,0.005947039319423822
2019-10-02,1,MODERATE,39.0,-0.01597938661828606
2019-10-03,1,MODERATE,37.0,-0.00656542608285994
2019-10-04,1,MODERATE,30.0,0.00482430416150488
2019-10-07,1,MODERATE,27.0,-0.0020443649815999887
2019-10-08,1,MODERATE,39.0,0.04362860415666088
2019-10-09,1,MODERATE,37.0,-0.0010786272982693246
2019-10-10,1,MODERATE,41.0,-0.03131474095669687
2019-10-11,1,MODERATE,39.0,0.006340256265360764
2019-10-14,1,MODERATE,37.0,-0.020424933726611944
2019-10-15,1,MODERATE,39.0,-0.019423891941978397
2019-10-16,1,MODERATE,40.0,0.006981979739066779
2019-10-17,1,MODERATE,40.0,-0.016259940076949114
2019-10-18,1,MODERATE,40.0,0.03336492268169197
2019-10-21,1,MODERATE,37.0,-0.020282321366639072
2019-10-22,1,MODERATE,39.0,-0.07231210270483085
2019-10-23,1,MODERATE,33.0,-0.0028228801699561323
2019-10-24,1,EXTREME_FEAR,20.0,0.14476109386093217
2019-10-25,1,MODERATE,24.0,0.066492453389752
2019-10-28,1,MODERATE,52.0,0.018362811918533402
2019-10-29,1,MODERATE,54.0,-0.023825095718831422
2019-10-30,1,MODERATE,53.0,-0.0006673727616756512
2019-10-31,1,MODERATE,50.0,0.0066649470637192305
2019-11-01,1,MODERATE,49.0,0.01622720733621759
2019-11-04,1,MODERATE,49.0,-0.00747371530956557
2019-11-05,1,MODERATE,54.0,0.001962481459162335
2019-11-06,1,MODERATE,53.0,-0.010018996001742247
2019-11-07,1,MODERATE,54.0,-0.05121408380627322
2019-11-08,1,MODERATE,42.0,-0.005362839378222954
2019-11-11,1,MODERATE,40.0,0.006586553240447164
2019-11-12,1,MODERATE,39.0,-0.0008397010971480587
2019-11-13,1,MODERATE,38.0,-0.011437202181483988
2019-11-14,1,MODERATE,41.0,-0.025129397563836656
2019-11-15,1,MODERATE,38.0,-0.021749923275093855
2019-11-18,1,MODERATE,38.0,-0.012490374838556154
2019-11-19,1,MODERATE,32.0,-0.022039071560940315
2019-11-20,1,MODERATE,32.0,-0.049086768125686187
2019-11-21,1,MODERATE,30.0,-0.046352064719289265
2019-11-22,1,EXTREME_FEAR,20.0,-0.02083393968057909
2019-11-25,1,EXTREME_FEAR,17.0,0.01005783551004516
2019-11-26,1,MODERATE,21.0,0.04248662643530124
2019-11-27,1,EXTREME_FEAR,20.0,0.030026642229161293
2019-11-29,1,MODERATE,31.0,-0.05826067161951187
2019-12-02,1,MODERATE,28.0,-0.00025170831980872443
2019-12-03,1,MODERATE,28.0,-0.009348132540893894
2019-12-04,1,MODERATE,24.0,0.026704767756073833
2019-12-05,1,MODERATE,21.0,0.013162839304284663
2019-12-06,1,MODERATE,29.0,-0.01954814514626091
2019-12-09,1,MODERATE,32.0,-0.016728999152694796
2019-12-10,1,MODERATE,26.0,-0.008373983817170333
2019-12-11,1,EXTREME_FEAR,20.0,0.0035554716584630386
2019-12-12,1,MODERATE,23.0,0.00365887879775581
2019-12-13,1,MODERATE,22.0,-0.04749522159367944
2019-12-16,1,MODERATE,24.0,-0.04302813984775006
2019-12-17,1,MODERATE,23.0,0.0915020395898456
2019-12-18,1,EXTREME_FEAR,15.0,-0.010215599788490903
