date,horizon_days,sentiment_bucket,fng_value,forward_log_return
2024-03-20,1,MODERATE,74.0,-0.03631867422621338
2024-03-21,1,MODERATE,78.0,-0.02649844665215939
2024-03-22,1,MODERATE,75.0,0.09248642951095909
2024-03-25,1,MODERATE,75.0,0.0004147786065642478
2024-03-26,1,EXTREME_GREED,81.0,-0.007637444542951677
2024-03-27,1,EXTREME_GREED,83.0,0.018397189971880668
2024-03-28,1,EXTREME_GREED,80.0,-0.014850058697842172
2024-04-01,1,MODERATE,79.0,-0.06299090436988575
2024-04-02,1,MODERATE,79.0,0.008123743073320089
2024-04-03,1,MODERATE,71.0,0.037598862711861525
2024-04-04,1,MODERATE,70.0,-0.009845630418288565
2024-04-05,1,MODERATE,79.0,0.05441574582321307
2024-04-08,1,MODERATE,76.0,-0.035413761203788585
2024-04-09,1,EXTREME_GREED,80.0,0.020739301242534758
2024-04-10,1,MODERATE,78.0,-0.007497782584512169
2024-04-11,1,MODERATE,76.0,-0.04174897018143464
2024-04-12,1,MODERATE,79.0,-0.057734547716784324
2024-04-15,1,MODERATE,74.0,0.006061920177228952
2024-04-16,1,MODERATE,65.0,-0.04053958534994484
2024-04-17,1,MODERATE,67.0,0.035841202086147605
2024-04-18,1,MODERATE,57.0,0.00519514287691214
2024-04-19,1,MODERATE,66.0,0.04583111116921357
2024-04-22,1,MODERATE,73.0,-0.006460398489914532
2024-04-23,1,MODERATE,71.0,-0.03260630131627207
2024-04-24,1,MODERATE,72.0,0.003181282769191718
2024-04-25,1,MODERATE,72.0,-0.011328935219016012
2024-04-26,1,MODERATE,70.0,0.0013448775410453973
2024-04-29,1,MODERATE,67.0,-0.05149462971654217
2024-04-30,1,MODERATE,67.0,-0.0400899234806571
2024-05-01,1,MODERATE,54.0,0.014814392549697741
2024-05-02,1,MODERATE,43.0,0.06175720649824812
2024-05-03,1,MODERATE,48.0,0.004317490682288261
2024-05-06,1,MODERATE,71.0,-0.013181929995646602
2024-05-07,1,MODERATE,68.0,-0.01856998625849382
2024-05-08,1,MODERATE,64.0,0.02997730860417902
2024-05-09,1,MODERATE,55.0,-0.036456454635488855
2024-05-10,1,MODERATE,66.0,0.0340982152574274
2024-05-13,1,MODERATE,57.0,-0.02167403811157942
2024-05-14,1,MODERATE,66.0,0.07380429766149854
2024-05-15,1,MODERATE,64.0,-0.015755724397151116
2024-05-16,1,MODERATE,70.0,0.02752283490504781
2024-05-17,1,MODERATE,74.0,0.06350607246678774
2024-05-20,1,MODERATE,70.0,-0.018528857182295244
2024-05-21,1,MODERATE,76.0,-0.014565869510184903
2024-05-22,1,MODERATE,76.0,-0.017406596587757672
2024-05-23,1,MODERATE,76.0,0.008743394668047966
2024-05-24,1,MODERATE,74.0,-0.0033603147248078002
2024-05-28,1,MODERATE,72.0,-0.010570529093847814
2024-05-29,1,MODERATE,72.0,0.011577009906272195
2024-05-30,1,MODERATE,73.0,-0.012860492770805587
2024-05-31,1,MODERATE,73.0,0.019272846723507486
2024-06-03,1,MODERATE,73.0,0.02530022524892539
2024-06-04,1,MODERATE,73.0,0.007272217816602922
2024-06-05,1,MODERATE,75.0,-0.0045918902720174515
2024-06-06,1,MODERATE,78.0,-0.02019455707989204
2024-06-07,1,MODERATE,77.0,0.0024442124416612643
2024-06-10,1,MODERATE,72.0,-0.0318673749178795
2024-06-11,1,MODERATE,74.0,0.013412234174301041
2024-06-12,1,MODERATE,72.0,-0.021998155421161902
2024-06-13,1,MODERATE,70.0,-0.011227334405387701
2024-06-14,1,MODERATE,74.0,0.0072332103389518565
2024-06-17,1,MODERATE,71.0,-0.020505771883152057
2024-06-18,1,MODERATE,74.0,-0.004802521793038972
2024-06-20,1,MODERATE,60.0,-0.011362664075990958
2024-06-21,1,MODERATE,63.0,-0.06142759353533456
2024-06-24,1,MODERATE,51.0,0.025020978589857634
2024-06-25,1,MODERATE,30.0,-0.01620319826406047
2024-06-26,1,MODERATE,46.0,0.012964547863457687
2024-06-27,1,MODERATE,40.0,-0.021073812008611803
2024-06-28,1,MODERATE,47.0,0.04111645532332164
2024-07-01,1,MODERATE,53.0,-0.013180176056290627
2024-07-02,1,MODERATE,51.0,-0.030363202506616505
2024-07-03,1,MODERATE,50.0,-0.06012865679510071
2024-07-05,1,MODERATE,29.0,0.0007537022264223481
2024-07-08,1,MODERATE,28.0,0.02273796411214879
2024-07-09,1,MODERATE,27.0,-0.004608673369846938
2024-07-10,1,MODERATE,28.0,-0.006909245978268697
2024-07-11,1,MODERATE,29.0,0.009623984558104093
2024-07-12,1,MODERATE,25.0,0.1136794739005682
2024-07-15,1,MODERATE,52.0,0.0034931297826732433
2024-07-16,1,MODERATE,65.0,-0.015143242454823236
2024-07-17,1,MODERATE,69.0,-0.002259714160352422
2024-07-18,1,MODERATE,61.0,0.04187942010963552
2024-07-19,1,MODERATE,60.0,0.013032555028362758
2024-07-22,1,MODERATE,70.0,-0.024831503546284717
2024-07-23,1,MODERATE,71.0,-0.008462196557575963
2024-07-24,1,MODERATE,69.0,0.006177613679945848
2024-07-25,1,MODERATE,68.0,0.031939992193196876
2024-07-26,1,MODERATE,68.0,-0.016212518920554198
2024-07-29,1,MODERATE,74.0,-0.009305346230673361
2024-07-30,1,MODERATE,67.0,-0.02418345057748672
2024-07-31,1,MODERATE,61.0,0.011359846111043126
2024-08-01,1,MODERATE,52.0,-0.06221701386487144
2024-08-02,1,MODERATE,57.0,-0.1288293553374953
2024-08-05,1,MODERATE,26.0,0.03713846509911689
2024-08-06,1,EXTREME_FEAR,17.0,-0.01813194562142373
2024-08-07,1,MODERATE,29.0,0.11461585743295788
2024-08-08,1,EXTREME_FEAR,20.0,-0.013541633552667465
2024-08-09,1,MODERATE,48.0,-0.02537837145321009
2024-08-12,1,MODERATE,25.0,0.02092453927711513
2024-08-13,1,MODERATE,31.0,-0.0313783013916642
2024-08-14,1,MODERATE,30.0,-0.02024486209713605
2024-08-15,1,MODERATE,29.0,0.022911430101342667
2024-08-16,1,MODERATE,27.0,0.010125266266796551
2024-08-19,1,MODERATE,28.0,-0.00811202460475724
2024-08-20,1,MODERATE,30.0,0.035987487774751914
2024-08-21,1,MODERATE,26.0,-0.013052114105543522
2024-08-22,1,MODERATE,39.0,0.05966667778992529
2024-08-23,1,MODERATE,34.0,-0.01911765510550567
2024-08-26,1,MODERATE,55.0,-0.05519287756090785
2024-08-27,1,MODERATE,48.0,-0.008040214509266841
2024-08-28,1,MODERATE,30.0,0.006089656742739091
2024-08-29,1,MODERATE,29.0,-0.004534788620027763
2024-08-30,1,MODERATE,34.0,-0.02897578746135876
2024-09-03,1,MODERATE,26.0,0.009367548966836559
2024-09-04,1,MODERATE,27.0,-0.03173873014549167
2024-09-05,1,MODERATE,29.0,-0.040178859905540154
2024-09-06,1,MODERATE,22.0,0.055359336917319535
2024-09-09,1,MODERATE,26.0,0.010973955159393922
2024-09-10,1,MODERATE,33.0,-0.005314110423380924
2024-09-11,1,MODERATE,37.0,0.013576697629400725
2024-09-12,1,MODERATE,31.0,0.04119072290725034
2024-09-13,1,MODERATE,32.0,-0.04006458172414096
2024-09-16,1,MODERATE,39.0,0.03571708866070766
2024-09-17,1,MODERATE,33.0,0.021994330568394727
2024-09-18,1,MODERATE,45.0,0.02072111905391627
2024-09-19,1,MODERATE,49.0,0.004004011647405381
2024-09-20,1,MODERATE,54.0,0.0021628401614279813
2024-09-23,1,MODERATE,50.0,0.015234244172186662
2024-09-24,1,MODERATE,54.0,-0.018185964558888656
2024-09-25,1,MODERATE,59.0,0.03176403065562394
2024-09-26,1,MODERATE,50.0,0.00930962964867832
2024-09-27,1,MODERATE,61.0,-0.03812668937142072
2024-09-30,1,MODERATE,61.0,-0.04015297041725008
2024-10-01,1,MODERATE,50.0,-0.0033625289659382496
2024-10-02,1,MODERATE,42.0,0.002086085373775859
2024-10-03,1,MODERATE,37.0,0.02130028355938718
2024-10-04,1,MODERATE,41.0,0.0027220928069462413
2024-10-07,1,MODERATE,50.0,-0.0016835665376193631
2024-10-08,1,MODERATE,49.0,-0.025261155468464302
2024-10-09,1,MODERATE,49.0,-0.005090366975952776
2024-10-10,1,MODERATE,39.0,0.035378479360447246
2024-10-11,1,MODERATE,32.0,0.05606575349118814
2024-10-14,1,MODERATE,48.0,0.014952642422039863
2024-10-15,1,MODERATE,65.0,0.008490108547449138
2024-10-16,1,MODERATE,73.0,-0.0031535287872273
2024-10-17,1,MODERATE,71.0,0.015004897049665455
2024-10-18,1,MODERATE,73.0,-0.015479556460891164
2024-10-21,1,MODERATE,72.0,-9.567799317777848e-05
2024-10-22,1,MODERATE,70.0,-0.013890438213699063
2024-10-23,1,MODERATE,71.0,0.0256915479674531
2024-10-24,1,MODERATE,69.0,-0.022532133472795035
2024-10-25,1,MODERATE,72.0,0.04783540489337357
2024-10-28,1,MODERATE,72.0,0.03944659057776212
2024-10-29,1,MODERATE,72.0,-0.005252363418187134
2024-10-30,1,MODERATE,77.0,-0.029806220896924973
2024-10-31,1,MODERATE,77.0,-0.010490161236778484
2024-11-01,1,MODERATE,75.0,-0.02434256025804471
2024-11-04,1,MODERATE,70.0,0.02257211249093194
2024-11-05,1,MODERATE,70.0,0.08666903126846393
2024-11-06,1,MODERATE,70.0,0.003507649687478853
2024-11-07,1,MODERATE,77.0,0.008404323339316289
2024-11-08,1,MODERATE,75.0,0.14739159487814169
2024-11-11,1,MODERATE,76.0,-0.008442066269106707
2024-11-12,1,EXTREME_GREED,80.0,0.029444850487761354
2024-11-13,1,EXTREME_GREED,84.0,-0.03749692231881152
2024-11-14,1,EXTREME_GREED,88.0,0.04280211829142644
2024-11-15,1,EXTREME_GREED,80.0,-0.005763697278361235
2024-11-18,1,EXTREME_GREED,83.0,0.01969754318365169
2024-11-19,1,EXTREME_GREED,90.0,0.02138144499843264
2024-11-20,1,EXTREME_GREED,83.0,0.043204637382212585
2024-11-21,1,EXTREME_GREED,82.0,0.004991722095061046
2024-11-22,1,EXTREME_GREED,94.0,-0.0613973994966055
2024-11-25,1,EXTREME_GREED,82.0,-0.012069852534280834
2024-11-26,1,MODERATE,79.0,0.04232881330495708
2024-11-27,1,MODERATE,75.0,0.015499852904074629
2024-11-29,1,MODERATE,78.0,-0.01651353864316807
2024-12-02,1,EXTREME_GREED,80.0,0.0014266034685603834
2024-12-03,1,MODERATE,76.0,0.028408310872006126
2024-12-04,1,MODERATE,78.0,-0.022266865312221995
2024-12-05,1,EXTREME_GREED,84.0,0.03386480176780937
2024-12-06,1,MODERATE,72.0,-0.025214905161649703
2024-12-09,1,MODERATE,78.0,-0.007802793553988163
2024-12-10,1,MODERATE,78.0,0.04547294957076309
2024-12-11,1,MODERATE,74.0,-0.011232138149604332
2024-12-12,1,EXTREME_GREED,83.0,0.014057223472296876
2024-12-13,1,MODERATE,76.0,0.04406210334614169
2024-12-16,1,EXTREME_GREED,83.0,0.0010452246330361348
2024-12-17,1,EXTREME_GREED,87.0,-0.059179154653770105
2024-12-18,1,EXTREME_GREED,81.0,-0.0258259051251426
2024-12-19,1,MODERATE,75.0,0.0027142735531833218
2024-12-20,1,MODERATE,74.0,-0.03190514700325586
2024-12-23,1,MODERATE,70.0,0.041273994068279585
2024-12-24,1,MODERATE,73.0,-0.02962683173406644
2024-12-26,1,MODERATE,79.0,-0.017168804864955423
2024-12-27,1,MODERATE,74.0,-0.01629139565341786
2024-12-30,1,MODERATE,65.0,0.008448290052872398
2024-12-31,1,MODERATE,64.0,0.03634009715049258
2025-01-02,1,MODERATE,70.0,0.01251903875349214
2025-01-03,1,MODERATE,74.0,0.03967496924864866
2025-01-06,1,MODERATE,76.0,-0.05182428297869546
2025-01-07,1,MODERATE,78.0,-0.019578857696565866
2025-01-08,1,MODERATE,70.0,-0.003605583549876279
2025-01-10,1,MODERATE,50.0,-0.0019546741777971555
2025-01-13,1,MODERATE,61.0,0.021121093071559738
2025-01-14,1,MODERATE,63.0,0.04030666140622685
2025-01-15,1,MODERATE,70.0,-0.007466135920999761
2025-01-16,1,MODERATE,75.0,0.046087453886957785
2025-01-17,1,MODERATE,75.0,0.015994264511626444
2025-01-21,1,MODERATE,76.0,-0.023768546993042428
2025-01-22,1,EXTREME_GREED,84.0,0.0029584026842157662
2025-01-23,1,MODERATE,75.0,0.008231811162781266
2025-01-24,1,MODERATE,75.0,-0.026407548872376285
2025-01-27,1,MODERATE,71.0,-0.0074251676153958
2025-01-28,1,MODERATE,72.0,0.023126120746530088
2025-01-29,1,MODERATE,72.0,0.009903181107726589
2025-01-30,1,MODERATE,70.0,-0.022500491172309012
2025-01-31,1,MODERATE,76.0,-0.00980920851373046
2025-02-03,1,MODERATE,44.0,-0.035467893340619394
2025-02-04,1,MODERATE,72.0,-0.0129200487537533
2025-02-05,1,MODERATE,54.0,-0.00022926951799639994
2025-02-06,1,MODERATE,49.0,-0.0006649766736619434
2025-02-07,1,MODERATE,44.0,0.009367336465827769
2025-02-10,1,MODERATE,43.0,-0.01749792436938291
2025-02-11,1,MODERATE,47.0,0.02208831591934768
2025-02-12,1,MODERATE,46.0,-0.012976316589520032
2025-02-13,1,MODERATE,50.0,0.009118577917229143
2025-02-14,1,MODERATE,48.0,-0.020404095780052867
2025-02-18,1,MODERATE,47.0,0.011407035189924919
2025-02-19,1,MODERATE,44.0,0.017421911358032283
2025-02-20,1,MODERATE,49.0,-0.022714094704245458
2025-02-21,1,MODERATE,55.0,-0.050210841304636045
2025-02-24,1,MODERATE,49.0,-0.02977666935499723
2025-02-25,1,MODERATE,25.0,-0.05072808622097069
2025-02-26,1,MODERATE,21.0,0.004225980660951034
2025-02-27,1,EXTREME_FEAR,10.0,-0.003917962993897017
2025-02-28,1,EXTREME_FEAR,16.0,0.019863093489824735
2025-03-03,1,MODERATE,33.0,0.013348200634372365
2025-03-04,1,EXTREME_FEAR,15.0,0.0382554190530362
2025-03-05,1,EXTREME_FEAR,20.0,-0.007329931515325683
2025-03-06,1,MODERATE,25.0,-0.03643837826931051
2025-03-07,1,MODERATE,34.0,-0.09943975615893086
2025-03-10,1,EXTREME_FEAR,20.0,0.05367293406512452
2025-03-11,1,MODERATE,24.0,0.010326959815815329
2025-03-12,1,MODERATE,34.0,-0.03223376776091147
2025-03-13,1,MODERATE,45.0,0.03517658147592462
2025-03-14,1,MODERATE,27.0,0.0012685421831619692
2025-03-17,1,MODERATE,32.0,-0.016274157682194534
2025-03-18,1,MODERATE,34.0,0.048787879453060956
2025-03-19,1,MODERATE,32.0,-0.03142591561831054
2025-03-20,1,MODERATE,49.0,-0.0014737866362901642
2025-03-21,1,MODERATE,31.0,0.04029492824038572
2025-03-24,1,MODERATE,45.0,-0.0003110343685901462
2025-03-25,1,MODERATE,46.0,-0.0065471570368691445
2025-03-26,1,MODERATE,47.0,0.0031735085032362775
2025-03-27,1,MODERATE,40.0,-0.032929565500328994
2025-03-28,1,MODERATE,44.0,-0.021621118796224525
2025-03-31,1,MODERATE,34.0,0.031248520531568236
2025-04-01,1,MODERATE,34.0,-0.032014458322985107
2025-04-02,1,MODERATE,44.0,0.007453656492041105
2025-04-03,1,MODERATE,25.0,0.00887686580650593
2025-04-04,1,MODERATE,28.0,-0.05653323973337043
2025-04-07,1,MODERATE,23.0,-0.03811707626174954
2025-04-08,1,MODERATE,24.0,0.07938900944238103
2025-04-09,1,EXTREME_FEAR,18.0,-0.03635185457740464
2025-04-10,1,MODERATE,39.0,0.04636385379527441
2025-04-11,1,MODERATE,25.0,0.013546780227140509
2025-04-14,1,MODERATE,31.0,-0.010384627625775078
2025-04-15,1,MODERATE,38.0,0.004351453244225034
2025-04-16,1,MODERATE,29.0,0.010204134780154028
2025-04-17,1,MODERATE,30.0,0.030430808280572652
2025-04-21,1,MODERATE,39.0,0.06548491099549603
2025-04-22,1,MODERATE,47.0,0.002748931682265976
2025-04-23,1,MODERATE,72.0,0.0026080137382398227
2025-04-24,1,MODERATE,63.0,0.008233751969906944
2025-04-25,1,MODERATE,60.0,0.002722732530990868
2025-04-28,1,MODERATE,54.0,-0.007333309425444856
2025-04-29,1,MODERATE,60.0,-0.0008220669855227847
2025-04-30,1,MODERATE,56.0,0.023965778896188006
2025-05-01,1,MODERATE,53.0,0.004319853436324017
2025-05-02,1,MODERATE,67.0,-0.022562125541381484
2025-05-05,1,MODERATE,52.0,0.021451265529472074
2025-05-06,1,MODERATE,59.0,0.0023715438242239983
2025-05-07,1,MODERATE,67.0,0.062026403533745444
2025-05-08,1,MODERATE,65.0,-0.0026245719962845193
2025-05-09,1,MODERATE,73.0,-0.001534605395478117
2025-05-12,1,MODERATE,70.0,0.013111031807524043
2025-05-13,1,MODERATE,70.0,-0.006070027639406561
2025-05-14,1,MODERATE,73.0,0.001980148737122711
2025-05-15,1,MODERATE,70.0,-0.0024643811186511044
2025-05-16,1,MODERATE,71.0,0.020248769296537628
2025-05-19,1,MODERATE,74.0,0.01115756871007667
2025-05-20,1,MODERATE,71.0,0.026675054496875905
2025-05-21,1,MODERATE,70.0,0.018027963942364167
2025-05-22,1,MODERATE,72.0,-0.040062562338994745
2025-05-23,1,MODERATE,78.0,0.015783798304086716
2025-05-27,1,MODERATE,74.0,-0.010999457493792164
2025-05-28,1,MODERATE,71.0,-0.02024552800925461
2025-05-29,1,MODERATE,74.0,-0.01567657488761176
2025-05-30,1,MODERATE,60.0,0.0179436873295713
2025-06-02,1,MODERATE,64.0,-0.004250198055930188
2025-06-03,1,MODERATE,64.0,-0.006666084188030386
2025-06-04,1,MODERATE,62.0,-0.0305977318470374
2025-06-05,1,MODERATE,57.0,0.027330353064458635
2025-06-06,1,MODERATE,45.0,0.055013270160229055
2025-06-09,1,MODERATE,62.0,-0.00033431842692444036
2025-06-10,1,MODERATE,71.0,-0.014347388609726064
2025-06-11,1,MODERATE,72.0,-0.02569916684533169
2025-06-12,1,MODERATE,71.0,0.001527347194390405
2025-06-13,1,MODERATE,61.0,0.006630646677074026
2025-06-16,1,MODERATE,61.0,-0.020773336361813666
2025-06-17,1,MODERATE,68.0,0.0026943395038618867
2025-06-18,1,MODERATE,52.0,-0.015118251510210179
2025-06-20,1,MODERATE,54.0,0.021717550170563538
2025-06-23,1,MODERATE,47.0,0.004421629398587257
2025-06-24,1,MODERATE,65.0,0.012329889288552387
2025-06-25,1,MODERATE,66.0,-0.0037444562002866277
2025-06-26,1,MODERATE,74.0,0.0012000060276005087
2025-06-27,1,MODERATE,65.0,0.0004379182730986919
2025-06-30,1,MODERATE,66.0,-0.01350422499373094
2025-07-01,1,MODERATE,64.0,0.02946777720135696
2025-07-02,1,MODERATE,63.0,0.007218611789243212
2025-07-03,1,MODERATE,73.0,-0.012371237699285498
2025-07-07,1,MODERATE,73.0,0.0059877877476886
2025-07-08,1,MODERATE,65.0,0.021576245274881778
2025-07-09,1,MODERATE,66.0,0.04101205071842662
2025-07-10,1,MODERATE,71.0,0.013103070357299185
2025-07-11,1,MODERATE,71.0,0.01965554633240707
2025-07-14,1,MODERATE,74.0,-0.017443885857792107
2025-07-15,1,MODERATE,73.0,0.0081290639509497
2025-07-16,1,MODERATE,70.0,0.004632531543985685
2025-07-17,1,MODERATE,74.0,-0.010844225617985703
2025-07-18,1,MODERATE,73.0,-0.004788327859860608
2025-07-21,1,MODERATE,71.0,0.021529885923986747
2025-07-22,1,MODERATE,72.0,-0.010391307548022866
2025-07-23,1,MODERATE,74.0,-0.0032638027078903953
2025-07-24,1,MODERATE,71.0,-0.006204300770341842
2025-07-25,1,MODERATE,70.0,0.002450275548527614
2025-07-28,1,MODERATE,75.0,-1.9742703547986906e-05
2025-07-29,1,MODERATE,73.0,-0.0007716619716275908
2025-07-30,1,MODERATE,74.0,-0.01774942596736917
2025-07-31,1,MODERATE,72.0,-0.021287126462378403
2025-08-01,1,MODERATE,65.0,0.01534056770113379
2025-08-04,1,MODERATE,64.0,-0.008118573366820758
2025-08-05,1,MODERATE,60.0,0.007737149330479642
2025-08-06,1,MODERATE,54.0,0.021236359971132046
2025-08-07,1,MODERATE,62.0,-0.006902004196733369
2025-08-08,1,MODERATE,74.0,0.01735424794395124
2025-08-11,1,MODERATE,70.0,0.012067410412961888
2025-08-12,1,MODERATE,68.0,0.02604611531030132
2025-08-13,1,MODERATE,73.0,-0.04125044324166849
2025-08-14,1,MODERATE,75.0,-0.00815439709790633
2025-08-15,1,MODERATE,60.0,-0.009809929347404989
2025-08-18,1,MODERATE,60.0,-0.029870220205219233
2025-08-19,1,MODERATE,56.0,0.012712851606869524
2025-08-20,1,MODERATE,44.0,-0.016372327846506884
2025-08-21,1,MODERATE,50.0,0.03886392642477832
2025-08-22,1,MODERATE,50.0,-0.05948697067887743
2025-08-25,1,MODERATE,47.0,0.015125123339528201
2025-08-26,1,MODERATE,48.0,-0.005206553469269348
2025-08-27,1,MODERATE,51.0,0.01182264033331748
2025-08-28,1,MODERATE,48.0,-0.03742335971466293
2025-08-29,1,MODERATE,50.0,0.02540760449203372
2025-09-02,1,MODERATE,49.0,0.004688830576405234
2025-09-03,1,MODERATE,55.0,-0.008987461697768317
2025-09-04,1,MODERATE,51.0,-0.0006560571512497226
2025-09-05,1,MODERATE,48.0,0.01275547032423674
2025-09-08,1,MODERATE,51.0,-0.004837916692699729
2025-09-09,1,MODERATE,48.0,0.02150827089182039
2025-09-10,1,MODERATE,49.0,0.013529013824572278
2025-09-11,1,MODERATE,54.0,0.005129680319349461
2025-09-12,1,MODERATE,57.0,-0.005672338115693343
2025-09-15,1,MODERATE,53.0,0.01203961474068116
2025-09-16,1,MODERATE,52.0,-0.0032118407874519583
2025-09-17,1,MODERATE,53.0,0.005725006775122221
2025-09-18,1,MODERATE,52.0,-0.01244158336217982
2025-09-19,1,MODERATE,53.0,-0.025744596853591872
2025-09-22,1,MODERATE,45.0,-0.0065314166152439235
2025-09-23,1,MODERATE,43.0,0.011663525697123145
2025-09-24,1,MODERATE,44.0,-0.03849187964361578
2025-09-25,1,MODERATE,44.0,0.006066325430558628
2025-09-26,1,MODERATE,28.0,0.041838126518112695
2025-09-29,1,MODERATE,50.0,-0.003014115884239832
2025-09-30,1,MODERATE,50.0,0.03947865276779483
2025-10-01,1,MODERATE,49.0,0.016983874858595094
2025-10-02,1,MODERATE,64.0,0.013050507216426421
2025-10-03,1,MODERATE,63.0,0.02012868084515196
2025-10-06,1,MODERATE,71.0,-0.026817983765198505
2025-10-07,1,MODERATE,70.0,0.015551259305387255
2025-10-08,1,MODERATE,60.0,-0.013460402367050595
2025-10-09,1,MODERATE,70.0,-0.07232182184699054
2025-10-10,1,MODERATE,64.0,0.018003479276781587
2025-10-13,1,MODERATE,38.0,-0.018849163445594286
2025-10-14,1,MODERATE,38.0,-0.020862578290898437
2025-10-15,1,MODERATE,34.0,-0.02372248478317962
2025-10-16,1,MODERATE,28.0,-0.016009839805348758
2025-10-17,1,MODERATE,22.0,0.037977501552313164
2025-10-20,1,MODERATE,29.0,-0.01928283017349619
2025-10-21,1,MODERATE,34.0,-0.0072935622708185655
2025-10-22,1,MODERATE,25.0,0.021870444424777702
2025-10-23,1,MODERATE,27.0,0.008721714285262028
2025-10-24,1,MODERATE,30.0,0.027408881782039707
2025-10-27,1,MODERATE,51.0,-0.010244824086811821
2025-10-28,1,MODERATE,50.0,-0.026016805465766346
2025-10-29,1,MODERATE,51.0,-0.016026638954619532
2025-10-30,1,MODERATE,34.0,0.011480961196285389
2025-10-31,1,MODERATE,29.0,-0.02784621649519714
2025-11-03,1,MODERATE,42.0,-0.04764085753760794
2025-11-04,1,MODERATE,21.0,0.022400061321748765
2025-11-05,1,MODERATE,23.0,-0.025251182491850876
2025-11-06,1,MODERATE,27.0,0.02023892596873411
2025-11-07,1,MODERATE,24.0,0.025068896821942577
2025-11-10,1,MODERATE,29.0,-0.028702546476842006
2025-11-11,1,MODERATE,26.0,-0.013039146642677135
2025-11-12,1,MODERATE,24.0,-0.01952474297658524
2025-11-13,1,EXTREME_FEAR,15.0,-0.05462287113659148
2025-11-14,1,EXTREME_FEAR,16.0,-0.0247092146795187
2025-11-17,1,EXTREME_FEAR,14.0,0.009241173563305338
2025-11-18,1,EXTREME_FEAR,11.0,-0.016082377699809136
2025-11-19,1,EXTREME_FEAR,15.0,-0.05429914313161133
2025-11-20,1,EXTREME_FEAR,11.0,-0.01795049047228936
2025-11-21,1,EXTREME_FEAR,14.0,0.03668907199615923
2025-11-24,1,EXTREME_FEAR,19.0,-0.010576476956754455
2025-11-25,1,EXTREME_FEAR,20.0,0.03572258791333649
2025-11-26,1,EXTREME_FEAR,15.0,0.004419139334075783
2025-11-28,1,MODERATE,25.0,-0.0518924092541555
2025-12-01,1,MODERATE,24.0,0.05662099387030395
2025-12-02,1,MODERATE,23.0,0.023558262011831754
2025-12-03,1,MODERATE,28.0,-0.014931972865932064
2025-12-04,1,MODERATE,26.0,-0.030343059975675324
2025-12-05,1,MODERATE,28.0,0.013914122143271257
2025-12-08,1,EXTREME_FEAR,20.0,0.022381192698197605
2025-12-09,1,MODERATE,22.0,-0.00726283284663598
2025-12-10,1,MODERATE,26.0,0.005314970108148298
2025-12-11,1,MODERATE,29.0,-0.02452142145214742
2025-12-12,1,MODERATE,29.0,-0.0435931669753713
2025-12-15,1,EXTREME_FEAR,16.0,0.016345736935078126
2025-12-16,1,EXTREME_FEAR,11.0,-0.019544833040854304
2025-12-17,1,EXTREME_FEAR,16.0,-0.00793972849776825
2025-12-18,1,EXTREME_FEAR,17.0,0.030433154968407816
2025-12-19,1,EXTREME_FEAR,16.0,0.0043787982301886075
2025-12-22,1,MODERATE,25.0,-0.012234274952953594
2025-12-23,1,MODERATE,24.0,0.0022620761040625936
2025-12-24,1,MODERATE,24.0,-0.0035506895743036004
2025-12-26,1,EXTREME_FEAR,20.0,-0.0018721567577939524
2025-12-29,1,MODERATE,24.0,0.014718097808791075
2025-12-30,1,MODERATE,23.0,-0.01047309934929963
2025-12-31,1,MODERATE,21.0,0.02745530379074479
2026-01-02,1,MODERATE,28.0,0.042849597956119645
2026-01-05,1,MODERATE,26.0,-0.0016366097114999256
2026-01-06,1,MODERATE,44.0,-0.02616896725015172
2026-01-07,1,MODERATE,42.0,-0.003081466892755458
2026-01-08,1,MODERATE,28.0,-0.005662930149506806
2026-01-09,1,MODERATE,27.0,0.007483445204275796
2026-01-12,1,MODERATE,27.0,0.04428028503147807
2026-01-13,1,MODERATE,26.0,0.01672379782187905
2026-01-14,1,MODERATE,48.0,-0.014320038274756364
2026-01-15,1,MODERATE,61.0,-0.00027287855188973253
2026-01-16,1,MODERATE,49.0,-0.07852560653253438
2026-01-20,1,MODERATE,32.0,0.01199932776014867
2026-01-21,1,MODERATE,24.0,0.0009560777691026701
2026-01-22,1,EXTREME_FEAR,20.0,0.0004629013309220831
2026-01-23,1,MODERATE,24.0,-0.013914015434039584
2026-01-26,1,EXTREME_FEAR,20.0,0.009420276564580998
2026-01-27,1,MODERATE,29.0,0.0009198645005419337
2026-01-28,1,MODERATE,29.0,-0.05322794950408305
2026-01-29,1,MODERATE,26.0,-0.005132847429550225
2026-01-30,1,EXTREME_FEAR,16.0,-0.06684685326137574
2026-02-02,1,EXTREME_FEAR,14.0,-0.03960046937497674
2026-02-03,1,EXTREME_FEAR,17.0,-0.035170615941758854
2026-02-04,1,EXTREME_FEAR,14.0,-0.1523344080304474
2026-02-05,1,EXTREME_FEAR,12.0,0.11800318143347699
2026-02-06,1,EXTREME_FEAR,9.0,-0.006178882349972881
2026-02-09,1,EXTREME_FEAR,14.0,-0.019103237589897404
2026-02-10,1,EXTREME_FEAR,9.0,-0.026543221212374624
2026-02-11,1,EXTREME_FEAR,11.0,-0.011562368274835144
2026-02-12,1,EXTREME_FEAR,5.0,0.039033769357155856
2026-02-13,1,EXTREME_FEAR,9.0,-0.02000219782306667
